kind,address,name,type,owner,other_names,notes,cga
func,0x1DC0,run_stage,int(void),game_flow,drive_stage stage_drive_loop,"verified; asm; -1 quit/demo end 0 game over 1 stage done | stage loop and frame composition (game_flow range) | game_flow: per-frame loop, handles DS:0929 exits",0x1D60
func,0x1F4E,stage_init_road_ptr,void(void),scene_render,stage_init stage_reset_position,"verified | road_ptr = stage_ptr[stage]+0x2D | game_flow: road_pos = stage start + 45, clock 0",0x1ECC
func,0x1F7B,wait_fire_button,void(void),scene_render,wait_any_input,likely | poll 0x5C24 bit 0x10; skipped in demo,0x1EF9
func,0x1F93,reset_car_state,void(void),scene_render,car_reset_state car_state_reset,see scene_render; provisional name | per-life reset | game_flow: resets simulation globals (after crash / stage start),0x1F11
func,0x2013,snapshot_sim_state,void(void),scene_render,sim_snapshot_for_render,copy ISR state to render copies | scene_render: copies DS:0945..09AC to DS:09AD.. and other state for the frame,0x1F91
func,0x2054,project_road_main,void(void),scene_render,,39-row projection + span arrays,0x1FD2
func,0x23F2,proj_x_main,AX=f(BX X;DX Z),scene_render,,600*X/Z clamp 3200 +480,0x2370
func,0x2421,proj_y_main,AX=f(BX X;DX Z;CX Y),scene_render,,perspective y +70,0x239F
func,0x2478,project_road_mirror,void(void),scene_render,,24-row mirror projection,0x23F6
func,0x282C,proj_x_mirror,AX=f(BX X;DX Z),scene_render,,150*X/Z clamp 800 +1120,0x27AA
func,0x285B,proj_y_mirror,AX=f(BX X;DX Z;CX Y),scene_render,,y sar2 clamp 0..17 +10,0x27D9
func,0x28C5,draw_road_main,void(void),scene_render,,road fill and deferred object list,0x2843
func,0x2DEE,fill_road_scanlines_main,void(void),scene_render,,per-scanline spans,0x2D58
func,0x2E8B,fill_span_to,ZF=f(AX end;DX bytepos;DI;ES),scene_render,,set bits to end-1,0x2DF2
func,0x2EDC,fill_scenery_above_road,void(void),scene_render,,colour 4/2 split above road,0x2E5C
func,0x2F7A,draw_road_mirror,void(void),scene_render,,mirror objects,0x2EE1
func,0x3306,fill_road_scanlines_mirror,void(void),scene_render,,mirror spans,0x3259
func,0x339E,fill_span_to_mirror,ZF=f(AX end;DX;DI;ES),scene_render,,clamps x>=240,0x32EF
func,0x33FB,draw_mirror_background,void(void),scene_render,,clear + scenery split in mirror,0x3365
func,0x349D,draw_buffer_overlays,void(void),scene_render,,mirr mask; tick; status text,0x33FB
func,0x351A,draw_gear_box,void(void),scene_render,,gear gate via RAM buffer,0x3478
func,0x35C6,draw_dashboard_dynamic,void(void),scene_render,,radar; wheel XOR; marker; gauges,0x3524
func,0x38CD,draw_digit,(BL digit;DX x),scene_render,,digital gauge digit,0x3818
func,0x38EB,dealership_ending,void(void),scene_render,ending_dealership,see scene_render; deal + glove box note | stage 5 finish screens,0x3836
func,0x392C,crash_windscreen_sequence,void(void),scene_render,crash_sequence,see scene_render; provisional name | windscreen crack lines,0x3875
func,0x39EB,sin_deg,AX=f(AX deg),scene_render,,15*sin table DS:22F2,0x392A
func,0x3A18,atan_lookup,AX=f(AX ratio256),scene_render,rpm_to_index_3a18,returns 45..90 | see scene_render (in its range),0x3957
func,0x3A37,interp_edge_span,(AX a;BX b;CL n;DL n;DI dst),scene_render,,span interpolation,0x3976
func,0x3AC2,select_screen,void(void),scene_render,,target CS:5A7C,0x3A01
func,0x3ACE,select_road_buffer,void(void),scene_render,,target road buffer + default clip,0x3A0D
func,0x3AF7,present_road_buffer,void(void),scene_render,scene_flip_page_3af7,replace-blit buffer to VRAM | boundary helper (page select + show); see scene_render,0x3A36
func,0x3B1C,sim_isr_exit_jmp,label,simulation,,jmp to 0x4673 (register restore + iret),0x3A54
func,0x3B1F,sim_timer_isr,interrupt,simulation,,int 8 handler installed by 0x4792; chains old vector (0x6A1F sound ISR) then runs sim every 8th tick,0x3A57
func,0x3BB4,sim_input_charkey,label,simulation,,'d'/'D' toggles DS:08BE; 'o'/'O' toggles gate-shift mode DS:0921,0x3AEC
func,0x3BEA,sim_tick,label,simulation,,"12.5 Hz simulation tick body: input, shifting, steering, engine, motion, traffic, police",0x3B22
func,0x3CB8,sim_input_direction,label,simulation,,fire+direction shifting (gate graph or keyboard gear delta) / steer+throttle,0x3BF0
func,0x3D7D,sim_steering,label,simulation,,steering angle DS:0914 update,0x3CB5
func,0x3DDB,sim_shift_knob_anim,label,simulation,,"gear knob animation, 6 px per tick, completes the shift",0x3D13
func,0x3EAA,sim_engine,label,simulation,,"idle decay, skid decel, brake, free-rev, torque/drag acceleration",0x3DE2
func,0x3FAD,sim_update_rpm,u16 DX(void),simulation,,"rpm = ratio*speed>>16, idle floor 800, over-rev => crash state",0x3EE5
func,0x3FE8,sim_motion,label,simulation,,"road advance: sub-unit counter, grip/skid, lateral drift, road edge, speed-limit signs",0x3F20
func,0x40FE,sim_advance_unit,label,simulation,,one road unit advance (loops while sub-unit < 0),0x4036
func,0x4241,sim_lookahead,label,simulation,,"reads road byte 40 units ahead: 0xFF => stage end, object => 0x467D",0x4179
func,0x427F,sim_traffic_update,label,simulation,,"grind timer; oncoming list, same-direction list, cop FSM, removal, radar trap, hazard expiry",0x41B7
func,0x438A,sim_cop_fsm,label,simulation,,police car state machine dispatch via DS:0A36,0x42C2
func,0x455F,sim_object_cleanup,label,simulation,,"traffic removal, radar trap trigger/chase start, hazard expiry; iret at 0x4673",0x4497
func,0x467D,sim_spawn_object,label,simulation,,"object code dispatch: police trap, oncoming, same-direction traffic, hazards",0x45B5
func,0x4792,stage_enter_install_isr,void(void),simulation,stage_setup,"see simulation; sprites + int0/int8 hooks; provisional name | stage/cockpit sprite setup, PIT/sound init (0x698C), song 0xB05, hooks int 0 and int 8",0x46CA
func,0x493D,car_data_ptr,u16(void),simulation,,returns 0x268F (address of car .BIN buffer),0x4853
func,0x4941,gfx_fill_rect,"void (s16 x, s16 y, s16 w, s16 h, u8 colour)",platform,fill_rect,"see platform; likely | Pixel rectangle fill, no clipping; RAM per-plane set/clear or EGA write mode 2; verified",0x4857
func,0x4B98,gfx_clear_screen,void (u8 colour),platform,clear_screen,"see platform; verified | Fills A000h (8000 bytes, all planes) regardless of target; verified",0x4AD8
func,0x4BD0,gfx_draw_text,"void (char *s, s16 x, s16 y)",platform,draw_text,"see platform; verified; falls into 0x4BE7 | Sets text cursor DS:6914/6916, falls into 0x4BE7; verified",0x4AF7
func,0x4BE7,gfx_draw_text_at_cursor,void (char *s),platform,draw_text_at_pen,"see platform; verified; 8x8 font renderer | Opaque 8×8 font text, fg DS:690E / bg DS:6910; verified",0x4B0E
func,0x4D78,gfx_set_border,void (u8 colour),platform,,INT 10h AH=0Bh; unreferenced; verified,0x4BC2
func,0x4D84,gfx_set_palette,void (u16 ds_table),platform,set_palette,"see platform; verified; int10 AX=1002h | INT 10h AX=1002h, ES:DX = DS:table (17 bytes); verified",0x4BCE
func,0x4D96,gfx_init_ega,void (void),platform,video_init,"see platform; likely | Reset GC, clear, equipment = colour, mode 0Dh, palette DS:637C; verified",0x4BDA
func,0x4DF1,blit_or_clip_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Clipped OR blit at x−hot_x, y−hot_y; verified",0x4C0C
func,0x4E05,blit_or_clip_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Clipped OR blit at x, y; verified",
func,0x4E19,blit_or_clip_own,"void (u16 off, u16 seg)",platform,,"Clipped OR blit at header x&~3, y; verified",0x4C4E
func,0x50A1,gfx_set_clip,"void (u16 doff, u16 dseg, s16 x0, s16 x1, s16 y0, s16 y1)",platform,set_clip,"see platform; verified | Clip in byte columns / rows (x1, y1 exclusive); also updates the live copy; verified",0x4DF6
func,0x50FE,gfx_shutdown,void (void),platform,restore_text_mode,"see platform; likely | Clear screen, equipment = colour, INT 10h mode 3, AH=0Bh BX=20h; verified",0x4E53
func,0x5128,gfx_select_target,"void (u16 doff, u16 dseg)",platform,set_target,"see platform; verified | Copies 12-word descriptor to CS:5A64, pointer to CS:5A60; verified",0x4E7D
func,0x5150,gfx_create_buffer,"far desc (u16 w_bytes, u16 h, u16 plane_mask)",platform,alloc_page,see platform; likely | Off-screen planar buffer (= sprite); descriptor in CS:5290..5A5F; verified,0x4EA5
func,0x5C24,input_poll_drive,u16 (void),platform,read_controls read_joy_key,"see platform; likely | Last buffered key → direction/fire/hotkey, else joystick; ESC = 0xFFFF; verified | platform: joystick/keyboard -> AX (see simulation.md input section)",0x58F8
func,0x5D84,blit_copy_clip_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,draw_sprite_at_hot,see platform; likely | Clipped REPLACE blit at hotspot; verified,0x5A30
func,0x5DB6,blit_copy_clip_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,draw_sprite_at,"see platform; likely | Clipped REPLACE blit at x, y; verified",0x5A54
func,0x5DE2,blit_copy_clip_own,"void (u16 off, u16 seg)",platform,draw_sprite_5DE2,"see platform; guess | Clipped REPLACE at own x&~3, y; body of all clipped blits (0x5E0E); verified",0x5A72
func,0x6762,res_find,"far ptr (u16 aoff, u16 aseg, char *name4)",platform,find_res,see platform; verified | Linear case-sensitive 4-char lookup; fatal if missing; verified,0x5C55
func,0x67DD,getkey_wait,u16 (void),platform,wait_key,see platform; verified | Loops `getkey` until nonzero; verified,0x5CD0
func,0x67E8,getkey,u16 (void),platform,,Dispatch through CS:67F2[DS:6422] (modes 0/2/4); verified,0x5CDB
func,0x67F8,getkey_kbd,mode 0,platform,,Non-blocking INT 16h: ASCII or scan<<8; verified,0x5CEB
func,0x680E,getkey_kbd_joy_level,mode 2,platform,,Keyboard or level-triggered joystick menu codes; unused; verified,0x5D01
func,0x6846,getkey_kbd_ctrl,internal,platform,,"Drains INT 16h buffer, keeps last key, handles Ctrl hotkeys; verified",0x5D39
func,0x68F4,getkey_kbd_joy_edge,mode 4 (used),platform,,Keyboard or edge-triggered joystick menu codes; verified,0x5DE7
func,0x6939,kbd_flush,u16 (void),platform,,see platform; verified | Empties the BIOS keyboard buffer; verified,0x5E2C
func,0x694A,timer_restore,void (void),platform,timer_stop,"see platform; likely | Restores INT 8, PIT ch0 divisor 0, speaker off; verified",0x5E3D
func,0x698C,timer_install_drive,void (void),platform,,"100.04 Hz, no BIOS chaining; verified",0x5E7F
func,0x699E,timer_install_menu,void (void),platform,timer_start,"see platform; verified; PIT 0x2E97 | 100.04 Hz, BIOS INT 8 every 5 ticks; verified",0x5E91
func,0x69B6,timer_install_div,"void (int unused, u16 divisor)",platform,,Generic install; dead; verified,0x5EA9
func,0x69CF,timer_install_common,DX = divisor,platform,,"Speaker off, 43h=B6h, hook INT 8 → 0x6A1F, load ch0 divisor; verified",0x5EC2
func,0x6A1F,timer_isr,INT 8 handler,platform,,"Tick count, BIOS chain, song step, EOI; verified",0x5F12
func,0x6AA8,snd_fetch,internal,platform,,"Song bytecode interpreter (handlers 0x6B5A–0x6C38, table CS:6B42); verified",0x5F9B
func,0x6C3B,delay_ticks,void (u16 n),platform,delay,see platform; verified | Busy wait n ticks; verified,0x612E
func,0x6C5B,getkey_timeout,u16 (u16 n),platform,,getkey with n-tick timeout; no callers; verified,0x614E
func,0x6C85,gfx_set_text_colours,"void (u16 fg, u16 bg)",platform,text_color,see platform; verified | DS:690E / DS:6910; verified,0x6178
func,0x6CBE,blit_copy_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,draw_sprite_at_hot2,see platform; likely | Unclipped REPLACE at hotspot; verified,0x6189
func,0x6CF0,blit_copy_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Unclipped REPLACE at x, y; verified",0x61AD
func,0x6D1C,blit_copy_own,"void (u16 off, u16 seg)",platform,draw_sprite,"see platform; likely | Unclipped REPLACE at own x&~3, y; body of all unclipped blits (0x6D48); verified",0x61CB
func,0x74E3,gfx_set_text_cursor,"void (s16 x, s16 y)",platform,,DS:6914/6916; verified,0x62DC
func,0x74F4,gfx_clear_clip,void (u8 colour),platform,fill_clip,see platform; verified | Fills the current clip rectangle (EGA path quirks); verified,0x62ED
func,0x768B,gfx_dissolve,"void (u16 off, u16 seg, u8 phase)",platform,wipe_step,"see platform; guess on pattern | Screen-only dissolve: 12 interlaced row passes, one pixel per byte; verified",0x634C
func,0x7864,getkey_until_deadline,u16 (void),platform,,"getkey until deadline, else 0; verified",0x63FE
func,0x7881,wait_deadline,void (void),platform,frame_wait,see platform; verified | Busy wait until deadline; verified,0x641B
func,0x7894,set_deadline,void (u16 ticks),platform,frame_start,"see platform; verified | DS:650C = now, DS:650E = ticks; verified",0x642E
func,0x78A5,load_raw_archive,"far ptr (char *fname, u16 reserve)",platform,load_sound_bank,"see platform; likely | Uncompressed archive (tdsnd.snd) via raw INT 21h; ""%s FILE ERROR""; verified",0x643F
func,0x79FF,gfx_free_buffer,"void (u16 doff, u16 dseg)",platform,free_page,see platform; likely | Pops descriptor pool (LIFO) and frees buffer memory (0xA37E); verified,0x6599
func,0x7A37,blit_or_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,Unclipped OR at hotspot (table CS:7A73); verified,0x65D1
func,0x7A4B,blit_or_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Unclipped OR at x, y; verified",
func,0x7A5F,blit_or_own,"void (u16 off, u16 seg)",platform,draw_or,"see platform; likely | Unclipped OR at own x, y; verified",0x6613
func,0x7C3B,blit_and_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,Unclipped AND at hotspot (table CS:7C77); verified,0x6717
func,0x7C4F,blit_and_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Unclipped AND at x, y; verified",
func,0x7C63,blit_and_own,"void (u16 off, u16 seg)",platform,draw_and_mask,"see platform; likely | Unclipped AND at own x, y; verified",0x6759
func,0x7E54,blit_xor_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,Unclipped XOR at hotspot (table CS:7E90); verified,0x6865
func,0x7E68,blit_xor_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Unclipped XOR at x, y; verified",
func,0x7E7C,blit_xor_own,"void (u16 off, u16 seg)",platform,,"Unclipped XOR at own x, y; verified",0x68A7
func,0x8058,blit_xor_clip_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,Clipped XOR at hotspot (table CS:8094); verified,0x4C0C
func,0x806C,blit_xor_clip_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Clipped XOR at x, y; verified",
func,0x8080,blit_xor_clip_own,"void (u16 off, u16 seg)",platform,,"Clipped XOR at own x, y; verified",
func,0x8308,blit_and_clip_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,Clipped AND at hotspot (table CS:8344); verified,0x6B94
func,0x831C,blit_and_clip_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Clipped AND at x, y; verified",
func,0x8330,blit_and_clip_own,"void (u16 off, u16 seg)",platform,,"Clipped AND at own x, y; verified",
func,0x85D5,gfx_draw_line,"void (s16 x0, s16 y0, s16 x1, s16 y1, u8 colour)",platform,,"Clipped line: H/V via fill_rect, else 16.16 DDA; verified",0x6D97
func,0x89F0,snd_stop_oneshot,void (void),platform,song_stop,see platform; likely | DS:643E &= 6; verified,0x7091
func,0x89F6,snd_off,void (void),platform,,DS:643E &= 3; no callers; verified,0x7097
func,0x89FC,snd_on,void (void),platform,,DS:643E \|= 4; no callers; verified,0x709D
func,0x8A02,snd_oneshot_active,u8 (void),platform,,DS:643E & 1; no callers; verified,0x70A3
func,0x8A08,snd_stop_all,void (void),platform,sound_stop_all,see platform; likely | DS:643E &= 4; verified,0x70A9
func,0x8A0E,snd_set_loop,"void (u16 off, u16 seg)",platform,,Sets background loop stream; starts it if idle; verified,0x70AF
func,0x8A3E,snd_play_oneshot,"void (u16 off, u16 seg)",platform,,Starts a stream now (current note count still finishes); verified,0x70DF
func,0x8A5B,load_archive,"far ptr (char *fname, u16 reserve)",platform,,"see platform; likely | Cache check, load_packed_archive, relocate offset table; verified",0x70FC
func,0x8AFD,input_set_mode,void (u16 mode),platform,input_select,see platform; verified | DS:6422 = mode (main: 4); verified,0x72A5
func,0x8B08,gfx_grab_screen,"void (s16 sx, s16 sy, s16 dx, s16 dy, s16 w_bytes, s16 h)",platform,,Copies a screen rectangle into the current RAM target; verified,0x72B0
func,0x8BAF,rand8,u8 (void),platform,rng_next,"Table PRNG DS:6520/6522 (not the CRT rand); verified | platform range: table RNG, rotates table byte",0x731F
func,0x8BDC,grab_into_sprite_hot,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Screen → sprite planes at x−hot_x, y−hot_y; unreferenced; verified",0x733C
func,0x8C00,grab_into_sprite_raw,"void (u16 off, u16 seg, s16 x, s16 y)",platform,,"Screen → sprite planes at x, y (background save, caller 0x35C6); verified",0x7360
func,0x8C1E,grab_into_sprite_own,"void (u16 off, u16 seg)",platform,,"Screen → sprite planes at own x&~7, y; body 0x8C3C; unreferenced; verified",0x737E
func,0x8CC0,mem_init,void (void),platform,dos_mem_init,see platform; likely | Grabs the largest DOS memory block; verified,0x755B
func,0x8CEC,herc_init,void (void),platform,,"see platform; likely; unreachable in TDEGA | Hercules graphics mode (argv[1] == ""herc""); verified",0x7587
func,0x8D3C,herc_shutdown,void (void),platform,,see platform; likely | Hercules back to text mode 7; verified,0x75D7
func,0x8D8C,crc8_b8,"u8 (u8 *buf, int len, u8 seed)",platform,crc8,verified; reflected poly 0xB8 | SCORES checksum (FORMATS.md); verified,0x7627
func,0x8DC7,copy_protection_check,int (void),platform,copyprot_check,"see platform; drop | 0 = pass, 0xFEF6 = fail; verified",0x7662
func,0x91CF,gfx_scroll_window,"void (s16 x, s16 y, s16 w, s16 h, s16 row_step, u16 soff, u16 sseg, s16 srow)",platform,scroll_rect,see platform; guess | EGA write-mode-1 one-row scroll + one sprite row (credits); verified,0x5A54
func,0x92A8,text_input_line,"int (char *buf, int maxlen, int x, int y, u16 timeout)",platform,text_input,see platform; verified | High-score name editor (see game_flow); likely,0x7A6A
func,0x94AB,fatal,"void (char *fmt, ...)",platform,,"Text mode, timer_restore, printf, abort; verified",0x7C6D
func,0x94C7,res_find_list,"void (far arc, char *names, far ptr *out)",platform,,res_find for a packed 4-char name list; verified,0x7C89
func,0x9507,draw_text_centered,"void (char *s, int y)",platform,,see platform; verified; x=160-4*len | x = 0xA0 − strlen*4; verified,0x7CC9
func,0x9530,draw_rect_outline,"void (x0, y0, x1, y1, colour)",platform,draw_box,see platform; verified | Four fill_rect calls; verified,0x7CF2
func,0x95B0,menu_key,int (void),platform,wait_input_deadline,"see platform; verified; 0->-1 Esc->1 | getkey_until_deadline: 0→−1, ESC→1, else code; verified",0x7D72
func,0x95D9,toupper_c,int (char c),platform,toupper,verified | a–z → A–Z; verified,0x7D9B
func,0x95F4,joy_calibrate_screen,void (void),platform,,3×3 grid calibration screen; verified,0x7DB6
func,0x97D4,rect_clear_plane,"asm: ES:DI dst, DX width, SI rows, CX skip, BX shift",platform,,RAM: clear sprite-rectangle pixels of one plane; verified,
func,0x981E,rect_set_plane,same,platform,,RAM: set sprite-rectangle pixels; verified,
func,0x9868,rect_xor_plane,same,platform,,RAM: invert sprite-rectangle pixels; verified,
func,0x98C2,rect_clear_plane_ega,same,platform,,EGA read-modify-write variant; verified,
func,0x992B,rect_set_plane_ega,same,platform,,EGA variant; verified,
func,0x9994,rect_xor_plane_ega,same,platform,,EGA variant (wrong at partial bytes with GC function XOR); verified,
func,0x9A01,ticks_now,u16 (void),platform,,Returns DS:642A; verified,0x7F8E
func,0x9A05,ticks_elapsed,u16 (u16 start),platform,,\|now − start\| (absolute difference); verified,0x7F92
func,0x9A69,draw_glyph,"void (int x, int y, int idx)",platform,,Blits built-in glyph sprite CS:[0x9A19+idx*2] (text cursor); verified,0x8006
func,0x9A86,load_packed_archive,"far ptr (char *fname, u16 reserve)",platform,,"`Pckd` header, cache slot, methods 2/3/4/8; verified",
func,0x9C1E,huff_read_tree,void (void),platform,,Method 4 tree (FORMATS.md); verified,
func,0x9C76,huff_read_word,int (void),platform,,Two input bytes; likely,
func,0x9C90,huff_decode,int (void),platform,,"Next Huffman symbol, −1 at EOF; verified",
func,0x9CF9,rle90_out,void (u8 c),platform,,RLE90 output state machine; verified,
func,0x9D64,pack_getc,int (void),platform,,"Buffered 1 KB input, −1 when packed length exhausted; verified",
func,0x9DD3,pack_putc,void (u8 c),platform,,"Huge-pointer output, drops bytes past unpacked length; verified",
func,0x9E1D,lzw_decompress,void (void),platform,,Method 8; verified,
func,0x9FA2,lzw_getcode,int (void),platform,,LZW code reader; verified,
func,0xA0CF,lzw_alloc_tables,void (void),platform,,"malloc(0x438B); ""DECOMP BUFFER ALLOCATE ERROR""; verified",
func,0xA111,lzw_free_tables,void (void),platform,,free tables; verified,
func,0xA12F,joy_read,u8 (void),platform,,"Port 201h timing, adaptive calibration, direction + button bits; verified",0x8023
func,0xA280,cache_find,u16 seg (char *fname),platform,,"30-slot archive cache lookup (12 chars, exact case); verified",0x8174
func,0xA2BE,cache_alloc,"u16 seg (char *fname, u16 paras, u16 reserve)",platform,,"Low-end allocation with LIFO eviction; ""OUT OF MEMORY LOADING %s""; verified",0x81B2
func,0xA340,buf_alloc,u16 seg (u16 paras),platform,,"High-end buffer allocation, 8 slots; verified",0x8234
func,0xA37E,buf_free,void (u16 seg),platform,,"""BUFFER NOT FOUND RELEASE ERROR""; verified",0x8272
func,0xA3B7,gfx_target_save,void (void),platform,,Copies 24 words CS:5A64..5A93 (current + screen descriptor) to DS:6AC4; verified,0x82AB
func,0xA3CB,gfx_target_restore,void (void),platform,,Copies them back; verified,0x82BF
func,0xA3DF,mem_debug_dump,void (void),platform,,MBOT/LOW/HIGH/MTOP dump; unreferenced; verified,0x82D3
func,0xA4D9,gfx_get_target_ptr,u32 (void),platform,,Returns CS:5A60/5A62 (debug dump only); verified,0x83CD
func,0xA4E3,abort,,platform,,MSC 4.x runtime: abort; likely,0x83D7
func,0xA4F8,close,,platform,,MSC 4.x runtime: close; verified,0x83EC
func,0xA50C,_astart,,platform,,MSC 4.x runtime: _astart (entry); verified,0x8400
func,0xA5B6,fclose,,platform,,MSC 4.x runtime: fclose; verified,0x84AA
func,0xA659,fgets,,platform,,MSC 4.x runtime: fgets; verified,0x854D
func,0xA6B1,fopen,,platform,,MSC 4.x runtime: fopen; verified,0x85A5
func,0xA6D7,fprintf,,platform,,MSC 4.x runtime: fprintf; verified,0x85CB
func,0xA70E,fscanf,,platform,,MSC 4.x runtime: fscanf; likely,0x8602
func,0xA722,free,,platform,,MSC 4.x runtime: free; verified,0x8616
func,0xA730,malloc,,platform,,MSC 4.x runtime: malloc; verified,0x8624
func,0xA776,open,,platform,,MSC 4.x runtime: open; verified,0x866A
func,0xA8C7,printf,,platform,,MSC 4.x runtime: printf; verified,0x87BB
func,0xA8FD,srand,,platform,,MSC 4.x runtime: srand; verified,0x87F1
func,0xA90E,rand,,platform,,MSC 4.x runtime: rand; verified,0x8802
func,0xA93A,read,,platform,,MSC 4.x runtime: read; verified,0x882E
func,0xAA00,sprintf,,platform,,MSC 4.x runtime: sprintf; verified,0x88F4
func,0xAA51,sscanf,,platform,,MSC 4.x runtime: sscanf; verified,0x8945
func,0xAA88,strcmp,,platform,,MSC 4.x runtime: strcmp; verified,0x897C
func,0xAABD,strlen,,platform,,MSC 4.x runtime: strlen; verified,0x89B1
func,0xAAD8,strncpy,,platform,,MSC 4.x runtime: strncpy; verified,0x89CC
func,0xAB00,_filbuf,,platform,,MSC 4.x runtime: _filbuf; likely,0x89F4
func,0xABE2,_flsbuf,,platform,,MSC 4.x runtime: _flsbuf; likely,0x8AD6
func,0xAD0D,_freebuf,,platform,,MSC 4.x runtime: _freebuf; likely,0x8C01
func,0xAD3C,_openfile,,platform,,MSC 4.x runtime: _openfile; likely,0x8C30
func,0xAE3F,_stbuf,,platform,,MSC 4.x runtime: _stbuf; likely,0x8D33
func,0xAEDE,_ftbuf,,platform,,MSC 4.x runtime: _ftbuf; likely,0x8DD2
func,0xAF67,_nmalloc,,platform,,MSC 4.x runtime: _nmalloc search; likely,0x8E5B
func,0xB048,_amlink,,platform,,MSC 4.x runtime: _amlink; guess,0x8F3C
func,0xB082,_amexpand,,platform,,MSC 4.x runtime: _amexpand; guess,0x8F76
func,0xB0A4,_amallocbrk,,platform,,MSC 4.x runtime: _amallocbrk; likely,0x8F98
func,0xB0C3,_nullcheck,,platform,,MSC 4.x runtime: _nullcheck; likely,0x8FB7
func,0xB0DF,creat,,platform,,MSC 4.x runtime: creat; verified,0x8FD3
func,0xB152,umask,,platform,,MSC 4.x runtime: umask helper; likely,0x9046
func,0xB165,_cinit,,platform,,MSC 4.x runtime: _cinit; verified,0x9059
func,0xB214,exit,,platform,,MSC 4.x runtime: exit; likely,0x9108
func,0xB22B,_exit,,platform,,MSC 4.x runtime: _exit; verified,0x911F
func,0xB257,_ctermsub,,platform,,MSC 4.x runtime: _ctermsub; likely,0x914B
func,0xB270,_initterm,,platform,,MSC 4.x runtime: _initterm; likely,0x9164
func,0xB27F,_dosret0,,platform,,MSC 4.x runtime: _dosret0; likely,0x9173
func,0xB287,_dosretax,,platform,,MSC 4.x runtime: _dosretax; likely,0x917B
func,0xB2C7,fflush,,platform,,MSC 4.x runtime: fflush; likely,0x91BB
func,0xB32F,_input,,platform,,MSC 4.x runtime: _input (scanf engine); likely,0x9223
func,0xB698,_input,,platform,,MSC 4.x runtime: _input helpers (0xB698–0xBAD8); guess,0x958C
func,0xBAFF,itoa,,platform,,MSC 4.x runtime: itoa; likely,0x99F3
